year,block,plot,management_trt,herbivory_trt,bison_pasture,live,unknown,code,cover,taxon,provenance,life_cycle,type
2024,4,10,fire,XX,yes,1,0,POAPRA,85,Poa pratensis ,introduced,perennial ,grass
2024,4,10,fire,XX,yes,1,0,TRIPRA,2,Trifolium pratense,introduced,biennial ,legume
2024,22,66,control,SB,yes,0,0,BARE,1,,,,
2024,22,66,control,SB,yes,1,0,BROINE,38,Bromus inermis ,introduced,perennial ,grass
2024,22,66,control,SB,yes,1,0,DAUCAR,4,Daucus carota,introduced,biennial ,forb
2024,22,66,control,SB,yes,1,1,UK Forb 23,0.5,unknown forb,,,forb
2024,22,66,control,SB,yes,1,0,CIRARV,0.1,Cirsium arvense,introduced,perennial ,forb
2024,22,66,control,SB,yes,0,0,LITTER,99,,,,
2024,22,66,control,SB,yes,1,0,POAPRA,33,Poa pratensis ,introduced,perennial ,grass
2024,22,66,control,SB,yes,1,0,SYMLAE,2,Symphyotrichum laeve ,native,perennial ,forb
2024,22,66,control,SB,yes,1,0,FESARU,17,Festuca arundinacea,introduced,perennial ,grass
2024,22,66,control,SB,yes,1,0,AMBART,0.1,Ambrosia artemisiifolia,native,annual ,forb
2024,22,66,control,SB,yes,1,0,SOLCAN,2,Solidago canadensis ,native,perennial ,forb
2024,22,66,control,SB,yes,1,0,TRIPRA,2,Trifolium pratense,introduced,biennial ,legume
2024,22,66,control,SB,yes,1,0,CIRDIS,1,Cirsium discolor,native,biennial ,forb
2024,22,66,control,SB,yes,1,0,PHLPRA,8,Phleum pratense,introduced,perennial ,grass
2024,22,65,control,SX,yes,0,0,BARE,4,,,,
2024,22,65,control,SX,yes,1,0,BROINE,55,Bromus inermis ,introduced,perennial ,grass
2024,22,65,control,SX,yes,1,0,SOLCAR,1,Solanum carolinense,native,perennial ,forb
2024,22,65,control,SX,yes,0,0,LITTER,96,,,,
2024,22,65,control,SX,yes,1,0,CIRDIS,1,Cirsium discolor,native,biennial ,forb
2024,22,65,control,SX,yes,1,0,DACGLO,3,Dactylis glomerata,introduced,perennial ,grass
2024,22,65,control,SX,yes,1,0,CONARV,2,Convolvulus arvensis ,introduced,perennial ,forb
2024,22,65,control,SX,yes,1,0,FESARU,20,Festuca arundinacea,introduced,perennial ,grass
2024,22,65,control,SX,yes,1,0,POAPRA,20,Poa pratensis ,introduced,perennial ,grass
2024,22,64,control,XX,yes,0,0,BARE,1,,,,
2024,22,64,control,XX,yes,1,0,BROINE,75,Bromus inermis ,introduced,perennial ,grass
2024,22,64,control,XX,yes,1,0,CIRARV,0.2,Cirsium arvense,introduced,perennial ,forb
2024,22,64,control,XX,yes,0,0,LITTER,99,,,,
2024,22,64,control,XX,yes,1,0,DACGLO,8,Dactylis glomerata,introduced,perennial ,grass
2024,22,64,control,XX,yes,1,0,CONARV,0.3,Convolvulus arvensis ,introduced,perennial ,forb
2024,22,64,control,XX,yes,1,0,POAPRA,15,Poa pratensis ,introduced,perennial ,grass
2024,22,64,control,XX,yes,1,0,FESARU,8,Festuca arundinacea,introduced,perennial ,grass
2024,17,51,herbicide,SB,yes,0,0,BARE,85,,,,
2024,17,51,herbicide,SB,yes,1,0,TRIPRA,30,Trifolium pratense,introduced,biennial ,legume
2024,17,51,herbicide,SB,yes,1,0,BROINE,18,Bromus inermis ,introduced,perennial ,grass
2024,17,51,herbicide,SB,yes,1,0,RATPIN,0.1,Ratibida pinnata ,native,perennial ,forb
2024,17,51,herbicide,SB,yes,0,0,LITTER,15,,,,
2024,17,51,herbicide,SB,yes,1,0,SYMLAE,12,Symphyotrichum laeve ,native,perennial ,forb
2024,17,51,herbicide,SB,yes,1,0,SINARV,0.1,Sinapis arvensis ,introduced,annual ,forb
2024,17,51,herbicide,SB,yes,1,0,DAUCAR,17,Daucus carota,introduced,biennial ,forb
2024,17,51,herbicide,SB,yes,1,0,POAPRA,10,Poa pratensis ,introduced,perennial ,grass
2024,17,51,herbicide,SB,yes,1,0,CONARV,1,Convolvulus arvensis ,introduced,perennial ,forb
2024,17,50,herbicide,SX,yes,0,0,BARE,90,,,,
2024,17,50,herbicide,SX,yes,1,0,TRIPRA,25,Trifolium pratense,introduced,biennial ,legume
2024,17,50,herbicide,SX,yes,1,0,DIPLAC,70,Dipsacus laciniatus,introduced,perennial ,forb
2024,17,50,herbicide,SX,yes,1,1, UK Forb 16,2,unknown forb,,,forb
2024,17,50,herbicide,SX,yes,0,0,LITTER,10,,,,
2024,17,50,herbicide,SX,yes,1,0,CONCAN,16,Conyza canadensis,native,annual ,forb
2024,17,50,herbicide,SX,yes,1,0,SOLCAN,1,Solidago canadensis ,native,perennial ,forb
2024,17,50,herbicide,SX,yes,1,0,RATPIN,1,Ratibida pinnata ,native,perennial ,forb
2024,17,50,herbicide,SX,yes,1,0,CONARV,3,Convolvulus arvensis ,introduced,perennial ,forb
2024,17,50,herbicide,SX,yes,1,0,POAPRA,38,Poa pratensis ,introduced,perennial ,grass
2024,17,50,herbicide,SX,yes,1,0,TAROFF,2,Taraxacum officnale ,introduced,perennial ,forb
2024,17,50,herbicide,SX,yes,1,0,FESARU,6,Festuca arundinacea,introduced,perennial ,grass
2024,17,49,herbicide,XX,yes,0,0,BARE,85,,,,
2024,17,49,herbicide,XX,yes,1,0,DIPLAC,1,Dipsacus laciniatus,introduced,perennial ,forb
2024,17,49,herbicide,XX,yes,1,0,TRIPRA,6,Trifolium pratense,introduced,biennial ,legume
2024,17,49,herbicide,XX,yes,1,0,DAUCAR,30,Daucus carota,introduced,biennial ,forb
2024,17,49,herbicide,XX,yes,1,0,RATPIN,0.2,Ratibida pinnata ,native,perennial ,forb
2024,17,49,herbicide,XX,yes,0,0,LITTER,15,,,,
2024,17,49,herbicide,XX,yes,1,0,PHLPRA,12,Phleum pratense,introduced,perennial ,grass
2024,17,49,herbicide,XX,yes,1,0,CONARV,2,Convolvulus arvensis ,introduced,perennial ,forb
2024,17,49,herbicide,XX,yes,1,0,VERURT,1,Verbena urticifolia ,native,perennial ,forb
2024,17,49,herbicide,XX,yes,1,0,RUDHIR,0.1,Rudbeckia hirta ,native,perennial ,forb
2024,17,49,herbicide,XX,yes,1,0,ERIANN,55,Erigeron annuus ,native,annual ,forb
2024,17,49,herbicide,XX,yes,1,0,BROINE,8,Bromus inermis ,introduced,perennial ,grass
2024,17,49,herbicide,XX,yes,1,0,POAPRA,NA,Poa pratensis ,introduced,perennial ,grass
2024,17,49,herbicide,XX,yes,1,0,CIRDIS,3,Cirsium discolor,native,biennial ,forb
2024,21,63,control,SB,yes,0,0,BARE,5,,,,
2024,21,63,control,SB,yes,1,0,LOTCOR,15,Lotus corniculatus ,introduced,perennial ,legume
2024,21,63,control,SB,yes,1,0,DAUCAR,1,Daucus carota,introduced,biennial ,forb
2024,21,63,control,SB,yes,1,0,FESARU,45,Festuca arundinacea,introduced,perennial ,grass
2024,21,63,control,SB,yes,1,0,PHLPRA,3,Phleum pratense,introduced,perennial ,grass
2024,21,63,control,SB,yes,0,0,LITTER,95,,,,
2024,21,63,control,SB,yes,1,0,BROINE,55,Bromus inermis ,introduced,perennial ,grass
2024,21,63,control,SB,yes,1,0,CIRDIS,5,Cirsium discolor,native,biennial ,forb
2024,21,63,control,SB,yes,1,0,POAPRA,28,Poa pratensis ,introduced,perennial ,grass
2024,21,63,control,SB,yes,1,0,CONARV,2,Convolvulus arvensis ,introduced,perennial ,forb
2024,21,63,control,SB,yes,1,0,TRIPRA,1,Trifolium pratense,introduced,biennial ,legume
2024,21,63,control,SB,yes,1,0,AMBART,1,Ambrosia artemisiifolia,native,annual ,forb
2024,21,62,control,SX,yes,0,0,BARE,1,,,,
2024,21,62,control,SX,yes,1,0,BROINE,27,Bromus inermis ,introduced,perennial ,grass
2024,21,62,control,SX,yes,1,0,PHLPRA,9,Phleum pratense,introduced,perennial ,grass
2024,21,62,control,SX,yes,1,0,LOTCOR,2,Lotus corniculatus ,introduced,perennial ,legume
2024,21,62,control,SX,yes,0,0,LITTER,99,,,,
2024,21,62,control,SX,yes,1,0,POAPRA,52,Poa pratensis ,introduced,perennial ,grass
2024,21,62,control,SX,yes,1,0,CIRDIS,18,Cirsium discolor,native,biennial ,forb
2024,21,62,control,SX,yes,1,0,SOLCAR,4,Solanum carolinense,native,perennial ,forb
2024,21,62,control,SX,yes,1,0,FESARU,28,Festuca arundinacea,introduced,perennial ,grass
2024,21,62,control,SX,yes,1,0,CONARV,1,Convolvulus arvensis ,introduced,perennial ,forb
2024,21,61,control,XX,yes,0,0,BARE,1,,,,
2024,21,61,control,XX,yes,1,0,CIRDIS,12,Cirsium discolor,native,biennial ,forb
2024,21,61,control,XX,yes,1,0,SOLCAR,2,Solanum carolinense,native,perennial ,forb
2024,21,61,control,XX,yes,1,0,AMBART,1,Ambrosia artemisiifolia,native,annual ,forb
2024,21,61,control,XX,yes,0,0,LITTER,99,,,,
2024,21,61,control,XX,yes,1,0,ASCSYR,2,Asclepias syriaca,native,perennial ,forb
2024,21,61,control,XX,yes,1,0,LOTCOR,50,Lotus corniculatus ,introduced,perennial ,legume
2024,21,61,control,XX,yes,1,0,CONARV,1,Convolvulus arvensis ,introduced,perennial ,forb
2024,21,61,control,XX,yes,1,0,FESARU,60,Festuca arundinacea,introduced,perennial ,grass
2024,21,61,control,XX,yes,1,0,BROINE,5,Bromus inermis ,introduced,perennial ,grass
2024,21,61,control,XX,yes,1,0,POAPRA,30,Poa pratensis ,introduced,perennial ,grass
2024,21,61,control,XX,yes,1,0,CIRARV,1,Cirsium arvense,introduced,perennial ,forb
2024,23,69,control,SB,yes,0,0,BARE,3,,,,
2024,23,69,control,SB,yes,1,0,AMBTRI,1,Ambrosia trifida ,native,annual ,forb
2024,23,69,control,SB,yes,1,0,BROINE,16,Bromus inermis ,introduced,perennial ,grass
2024,23,69,control,SB,yes,0,0,LITTER,97,,,,
2024,23,69,control,SB,yes,1,0,DAUCAR,15,Daucus carota,introduced,biennial ,forb
2024,23,69,control,SB,yes,1,0,SOLCAN,9,Solidago canadensis ,native,perennial ,forb
2024,23,69,control,SB,yes,1,0,POAPRA,80,Poa pratensis ,introduced,perennial ,grass
2024,23,69,control,SB,yes,1,0,TRIPRA,14,Trifolium pratense,introduced,biennial ,legume
2024,23,69,control,SB,yes,1,0,FESARU,31,Festuca arundinacea,introduced,perennial ,grass
2024,23,68,control,SX,yes,0,0,BARE,20,,,,
2024,23,68,control,SX,yes,1,0,SOLCAN,90,Solidago canadensis ,native,perennial ,forb
2024,23,68,control,SX,yes,1,0,BROINE,5,Bromus inermis ,introduced,perennial ,grass
2024,23,68,control,SX,yes,0,0,LITTER,80,,,,
2024,23,68,control,SX,yes,1,0,DAUCAR,3,Daucus carota,introduced,biennial ,forb
2024,23,68,control,SX,yes,1,0,POAPRA,38,Poa pratensis ,introduced,perennial ,grass
2024,23,68,control,SX,yes,1,0,FESARU,15,Festuca arundinacea,introduced,perennial ,grass
2024,23,67,control,XX,yes,0,0,BARE,1,,,,
2024,23,67,control,XX,yes,1,0,FESARU,90,Festuca arundinacea,introduced,perennial ,grass
2024,23,67,control,XX,yes,0,0,LITTER,99,,,,
2024,23,67,control,XX,yes,1,0,POAPRA,20,Poa pratensis ,introduced,perennial ,grass
2024,23,67,control,XX,yes,1,0,AMBTRI,1,Ambrosia trifida ,native,annual ,forb
2024,11,33,mow,SB,yes,0,0,BARE,28,,,,
2024,11,33,mow,SB,yes,1,0,TRIPRA,22,Trifolium pratense,introduced,biennial ,legume
2024,11,33,mow,SB,yes,1,0,BROINE,48,Bromus inermis ,introduced,perennial ,grass
2024,11,33,mow,SB,yes,1,0,FESARU,32,Festuca arundinacea,introduced,perennial ,grass
2024,11,33,mow,SB,yes,0,0,LITTER,72,,,,
2024,11,33,mow,SB,yes,1,0,SOLCAN,5,Solidago canadensis ,native,perennial ,forb
2024,11,33,mow,SB,yes,1,0,AMBART,1,Ambrosia artemisiifolia,native,annual ,forb
2024,11,33,mow,SB,yes,1,1,UK Forb 27,1,unknown forb,,,forb
2024,11,33,mow,SB,yes,1,0,SOLCAR,2,Solanum carolinense,native,perennial ,forb
2024,11,33,mow,SB,yes,1,0,POAPRA,25,Poa pratensis ,introduced,perennial ,grass
2024,11,33,mow,SB,yes,1,0,DAUCAR,2,Daucus carota,introduced,biennial ,forb
2024,11,32,mow,SX,yes,0,0,BARE,15,,,,
2024,11,32,mow,SX,yes,1,0,SOLCAN,15,Solidago canadensis ,native,perennial ,forb
2024,11,32,mow,SX,yes,1,0,PHLPRA,6,Phleum pratense,introduced,perennial ,grass
2024,11,32,mow,SX,yes,1,0,POAPRA,60,Poa pratensis ,introduced,perennial ,grass
2024,11,32,mow,SX,yes,1,0,DACGLO,4,Dactylis glomerata,introduced,perennial ,grass
2024,11,32,mow,SX,yes,0,0,LITTER,85,,,,
2024,11,32,mow,SX,yes,1,0,MONFIS,5,Mondarda fistulosa ,native,perennial ,legume
2024,11,32,mow,SX,yes,1,0,ASCSYR,0.6,Asclepias syriaca,native,perennial ,forb
2024,11,32,mow,SX,yes,1,0,RATPIN,0.1,Ratibida pinnata ,native,perennial ,forb
2024,11,32,mow,SX,yes,1,0,MEDSAT,25,Medicago sativa,introduced,perennial ,legume
2024,11,32,mow,SX,yes,1,0,BROINE,56,Bromus inermis ,introduced,perennial ,grass
2024,11,32,mow,SX,yes,1,0,AGRHYE,2,Agrostis hyemalis,native,perennial ,grass
2024,11,32,mow,SX,yes,1,0,DAUCAR,0.5,Daucus carota,introduced,biennial ,forb
2024,11,31,mow,XX,yes,0,0,BARE,10,,,,
2024,11,31,mow,XX,yes,1,0,BROINE,42,Bromus inermis ,introduced,perennial ,grass
2024,11,31,mow,XX,yes,1,0,PASSAT,7,Pastinaca sativa ,introduced,biennial ,forb
2024,11,31,mow,XX,yes,1,0,MONFIS,1,Mondarda fistulosa ,native,perennial ,legume
2024,11,31,mow,XX,yes,1,0,DAUCAR,1,Daucus carota,introduced,biennial ,forb
2024,11,31,mow,XX,yes,1,0,FESARU,26,Festuca arundinacea,introduced,perennial ,grass
2024,11,31,mow,XX,yes,0,0,LITTER,90,,,,
2024,11,31,mow,XX,yes,1,0,DACGLO,6,Dactylis glomerata,introduced,perennial ,grass
2024,11,31,mow,XX,yes,1,0,CONARV,2,Convolvulus arvensis ,introduced,perennial ,forb
2024,11,31,mow,XX,yes,1,0,SYMLAE,3,Symphyotrichum laeve ,native,perennial ,forb
2024,11,31,mow,XX,yes,1,0,SOLCAR,2,Solanum carolinense,native,perennial ,forb
2024,11,31,mow,XX,yes,1,0,MEDSAT,5,Medicago sativa,introduced,perennial ,legume
2024,11,31,mow,XX,yes,1,0,POAPRA,45,Poa pratensis ,introduced,perennial ,grass
2024,11,31,mow,XX,yes,1,0,TRIPRA,2,Trifolium pratense,introduced,biennial ,legume
2024,11,31,mow,XX,yes,1,0,AGRHYE,7,Agrostis hyemalis,native,perennial ,grass
2024,11,31,mow,XX,yes,1,1,UK Forb 27,1,unknown forb,,,forb
2024,18,54,herbicide,SB,yes,0,0,BARE,80,,,,
2024,18,54,herbicide,SB,yes,1,0,TRIPRA,27,Trifolium pratense,introduced,biennial ,legume
2024,18,54,herbicide,SB,yes,1,0,POAPRA,50,Poa pratensis ,introduced,perennial ,grass
2024,18,54,herbicide,SB,yes,1,0,RATPIN,0.5,Ratibida pinnata ,native,perennial ,forb
2024,18,54,herbicide,SB,yes,1,0,ASCSYR,NA,Asclepias syriaca,native,perennial ,forb
2024,18,54,herbicide,SB,yes,1,1,UK Forb 34,0.2,unknown forb,,,forb
2024,18,54,herbicide,SB,yes,1,0,Scirpus spp ,1,Scirpus spp ,native,perennial ,grass
2024,18,54,herbicide,SB,yes,0,0,LITTER,20,,,,
2024,18,54,herbicide,SB,yes,1,0,PLALAN,3,Plantago lanceolata ,introduced,perennial ,forb
2024,18,54,herbicide,SB,yes,1,0,SYMLAE,1,Symphyotrichum laeve ,native,perennial ,forb
2024,18,54,herbicide,SB,yes,1,0,CONARV,0.4,Convolvulus arvensis ,introduced,perennial ,forb
2024,18,54,herbicide,SB,yes,1,1,UK Forb 29,0.1,unknown forb,,,forb
2024,18,54,herbicide,SB,yes,1,1,UK Forb 35,0.1,unknown forb,,,forb
2024,18,54,herbicide,SB,yes,1,0,BROINE,8,Bromus inermis ,introduced,perennial ,grass
2024,18,54,herbicide,SB,yes,1,0,AMBART,1,Ambrosia artemisiifolia,native,annual ,forb
2024,18,54,herbicide,SB,yes,1,0,DAUCAR,10,Daucus carota,introduced,biennial ,forb
2024,18,54,herbicide,SB,yes,1,0,SINARV,0.1,Sinapis arvensis ,introduced,annual ,forb
2024,18,54,herbicide,SB,yes,1,0,FESARU,3,Festuca arundinacea,introduced,perennial ,grass
2024,18,54,herbicide,SB,yes,1,1,UK Forb 33,0.1,unknown forb,,,forb
2024,18,54,herbicide,SB,yes,1,1,UK Forb 32,0.1,unknown forb,,,forb
2024,18,53,herbicide,SX,yes,0,0,BARE,50,,,,
2024,18,53,herbicide,SX,yes,1,0,SYMPIL,90,Symphyotrcchum pilosum ,native,perennial ,forb
2024,18,53,herbicide,SX,yes,1,0,POAPRA,10,Poa pratensis ,introduced,perennial ,grass
2024,18,53,herbicide,SX,yes,1,0,OXASTR,0.3,Oxalis stricta ,native,perennial ,forb
2024,18,53,herbicide,SX,yes,1,0,TRIPRA,3,Trifolium pratense,introduced,biennial ,legume
2024,18,53,herbicide,SX,yes,0,0,LITTER,50,,,,
2024,18,53,herbicide,SX,yes,1,0,CONARV,2,Convolvulus arvensis ,introduced,perennial ,forb
2024,18,53,herbicide,SX,yes,1,1,UK Forb 35,1,unknown forb,,,forb
2024,18,53,herbicide,SX,yes,1,1,UK Forb 32,0.1,unknown forb,,,forb
2024,18,53,herbicide,SX,yes,1,0,SOLCAR,1,Solanum carolinense,native,perennial ,forb
2024,18,53,herbicide,SX,yes,1,0,CONCAN,5,Conyza canadensis,native,annual ,forb
2024,18,53,herbicide,SX,yes,1,0,DIPLAC,2,Dipsacus laciniatus,introduced,perennial ,forb
2024,18,53,herbicide,SX,yes,1,1,UK Forb 31,0.3,unknown forb,,,forb
2024,18,53,herbicide,SX,yes,1,0,TRADUB,1,Tragopogon dubius,introduced,biennial ,forb
2024,18,52,herbicide,XX,yes,0,0,BARE,20,,,,
2024,18,52,herbicide,XX,yes,1,0,DAUCAR,40,Daucus carota,introduced,biennial ,forb
2024,18,52,herbicide,XX,yes,1,0,MACPOM,25,Maclura pomifera,native,perennial ,woody
2024,18,52,herbicide,XX,yes,1,0,CONCAN,1,Conyza canadensis,native,annual ,forb
2024,18,52,herbicide,XX,yes,1,1,UK Forb 8,0.1,unknown forb,,,forb
2024,18,52,herbicide,XX,yes,0,0,LITTER,80,,,,
2024,18,52,herbicide,XX,yes,1,0,SYMPIL,20,Symphyotrcchum pilosum ,native,perennial ,forb
2024,18,52,herbicide,XX,yes,1,0,DIPLAC,1,Dipsacus laciniatus,introduced,perennial ,forb
2024,18,52,herbicide,XX,yes,1,0,RUDSPEC,1,Rudbeckia speciosa ,native,perennial ,forb
2024,18,52,herbicide,XX,yes,1,0,CONARV,1,Convolvulus arvensis ,introduced,perennial ,forb
2024,18,52,herbicide,XX,yes,1,0,TRIPRA,10,Trifolium pratense,introduced,biennial ,legume
2024,18,52,herbicide,XX,yes,1,0,CIRDIS,1,Cirsium discolor,native,biennial ,forb
2024,18,52,herbicide,XX,yes,1,0,CIRARV,1,Cirsium arvense,introduced,perennial ,forb
2024,5,15,fire,SB,yes,0,0,BARE,60,,,,
2024,5,15,fire,SB,yes,1,0,SORNUT,8,Sorghastrum nutans,native,perennial ,grass
2024,5,15,fire,SB,yes,1,0,PASSAT,4,Pastinaca sativa ,introduced,biennial ,forb
2024,5,15,fire,SB,yes,1,0,BROINE,13,Bromus inermis ,introduced,perennial ,grass
2024,5,15,fire,SB,yes,0,0,LITTER,40,,,,
2024,5,15,fire,SB,yes,1,0,TRIPRA,15,Trifolium pratense,introduced,biennial ,legume
2024,5,15,fire,SB,yes,1,0,SOLCAN,20,Solidago canadensis ,native,perennial ,forb
2024,5,15,fire,SB,yes,1,0,FESARU,18,Festuca arundinacea,introduced,perennial ,grass
2024,5,15,fire,SB,yes,1,0,ELAUMB,9,Elaeagnus umbellata,introduced,perennial ,woody
2024,5,15,fire,SB,yes,1,0,MONFIS,3,Mondarda fistulosa ,native,perennial ,legume
2024,5,15,fire,SB,yes,1,0,POAPRA,60,Poa pratensis ,introduced,perennial ,grass
2024,5,15,fire,SB,yes,1,0,DAUCAR,3,Daucus carota,introduced,biennial ,forb
2024,5,14,fire,SX,yes,0,0,BARE,40,,,,
2024,5,14,fire,SX,yes,1,0,SOLCAN,26,Solidago canadensis ,native,perennial ,forb
2024,5,14,fire,SX,yes,1,0,POAPRA,69,Poa pratensis ,introduced,perennial ,grass
2024,5,14,fire,SX,yes,1,0,DAUCAR,2,Daucus carota,introduced,biennial ,forb
2024,5,14,fire,SX,yes,0,0,LITTER,60,,,,
2024,5,14,fire,SX,yes,1,0,FESARU,24,Festuca arundinacea,introduced,perennial ,grass
2024,5,14,fire,SX,yes,1,0,TRIPRA,4,Trifolium pratense,introduced,biennial ,legume
2024,5,14,fire,SX,yes,1,0,MELOFF,2,Melilotus officinalis ,introduced,perennial ,legume
2024,5,14,fire,SX,yes,1,0,BROINE,38,Bromus inermis ,introduced,perennial ,grass
2024,5,14,fire,SX,yes,1,0,SOLCAR,2,Solanum carolinense,native,perennial ,forb
2024,5,13,fire,XX,yes,0,0,BARE,5,,,,
2024,5,13,fire,XX,yes,1,0,PASSAT,15,Pastinaca sativa ,introduced,biennial ,forb
2024,5,13,fire,XX,yes,1,0,FESARU,28,Festuca arundinacea,introduced,perennial ,grass
2024,5,13,fire,XX,yes,1,0,SYMPIL,4,Symphyotrcchum pilosum ,native,perennial ,forb
2024,5,13,fire,XX,yes,0,0,LITTER,95,,,,
2024,5,13,fire,XX,yes,1,0,SOLCAN,27,Solidago canadensis ,native,perennial ,forb
2024,5,13,fire,XX,yes,1,0,POAPRA,30,Poa pratensis ,introduced,perennial ,grass
2024,5,13,fire,XX,yes,1,0,PHLPRA,7,Phleum pratense,introduced,perennial ,grass
2024,5,13,fire,XX,yes,1,0,CONARV,7,Convolvulus arvensis ,introduced,perennial ,forb
2024,5,13,fire,XX,yes,1,0,MONFIS,6,Mondarda fistulosa ,native,perennial ,legume
2024,5,13,fire,XX,yes,1,0,BROINE,15,Bromus inermis ,introduced,perennial ,grass
2024,5,13,fire,XX,yes,1,0,TRIPRA,4,Trifolium pratense,introduced,biennial ,legume
2024,12,36,mow,SB,yes,0,0,BARE,8,,,,
2024,12,36,mow,SB,yes,1,0,MONFIS,10,Mondarda fistulosa ,native,perennial ,legume
2024,12,36,mow,SB,yes,1,0,BROINE,18,Bromus inermis ,introduced,perennial ,grass
2024,12,36,mow,SB,yes,1,1,UK Forb 29,0.1,unknown forb,,,forb
2024,12,36,mow,SB,yes,1,0,TRIPRA,3,Trifolium pratense,introduced,biennial ,legume
2024,12,36,mow,SB,yes,0,0,LITTER,92,,,,
2024,12,36,mow,SB,yes,1,0,SOLCAN,16,Solidago canadensis ,native,perennial ,forb
2024,12,36,mow,SB,yes,1,0,FESARU,27,Festuca arundinacea,introduced,perennial ,grass
2024,12,36,mow,SB,yes,1,0,RATPIN,0.1,Ratibida pinnata ,native,perennial ,forb
2024,12,36,mow,SB,yes,1,0,SOLCAR,2,Solanum carolinense,native,perennial ,forb
2024,12,36,mow,SB,yes,1,0,DAUCAR,5,Daucus carota,introduced,biennial ,forb
2024,12,36,mow,SB,yes,1,0,SYMPIL,8,Symphyotrcchum pilosum ,native,perennial ,forb
2024,12,36,mow,SB,yes,1,0,POAPRA,50,Poa pratensis ,introduced,perennial ,grass
2024,12,36,mow,SB,yes,1,0,TAROFF,1,Taraxacum officnale ,introduced,perennial ,forb
2024,12,35,mow,SX,yes,0,0,BARE,3,,,,
2024,12,35,mow,SX,yes,1,0,MONFIS,17,Mondarda fistulosa ,native,perennial ,legume
2024,12,35,mow,SX,yes,1,0,DACGLO,9,Dactylis glomerata,introduced,perennial ,grass
2024,12,35,mow,SX,yes,1,0,POAPRA,45,Poa pratensis ,introduced,perennial ,grass
2024,12,35,mow,SX,yes,0,0,LITTER,97,,,,
2024,12,35,mow,SX,yes,1,0,DAUCAR,15,Daucus carota,introduced,biennial ,forb
2024,12,35,mow,SX,yes,1,0,PHLPRA,3,Phleum pratense,introduced,perennial ,grass
2024,12,35,mow,SX,yes,1,0,ASCSYR,5,Asclepias syriaca,native,perennial ,forb
2024,12,35,mow,SX,yes,1,0,SOLCAN,30,Solidago canadensis ,native,perennial ,forb
2024,12,35,mow,SX,yes,1,0,BROINE,8,Bromus inermis ,introduced,perennial ,grass
2024,12,35,mow,SX,yes,1,0,FESARU,17,Festuca arundinacea,introduced,perennial ,grass
2024,12,34,mow,XX,yes,0,0,BARE,2,,,,
2024,12,34,mow,XX,yes,1,0,SOLCAN,23,Solidago canadensis ,native,perennial ,forb
2024,12,34,mow,XX,yes,1,0,FESARU,15,Festuca arundinacea,introduced,perennial ,grass
2024,12,34,mow,XX,yes,1,0,POAPRA,25,Poa pratensis ,introduced,perennial ,grass
2024,12,34,mow,XX,yes,0,0,LITTER,98,,,,
2024,12,34,mow,XX,yes,1,0,BROINE,58,Bromus inermis ,introduced,perennial ,grass
2024,12,34,mow,XX,yes,1,0,CONARV,1,Convolvulus arvensis ,introduced,perennial ,forb
2024,12,34,mow,XX,yes,1,0,PHLPRA,23,Phleum pratense,introduced,perennial ,grass
2024,12,34,mow,XX,yes,1,0,DAUCAR,2,Daucus carota,introduced,biennial ,forb
