year,block ,plot ,management_trt,herbivory_trt,bison_pasture,live,unknown,code,cover,taxon,provenance,life_cycle,type,notes 
2023,6,18,fire,SB,yes,1,0,AMBTRI,1,Ambrosia trifida ,native,annual ,forb,
2023,6,18,fire,SB,yes,1,0,POAPRA,30,Poa pratensis ,introduced,perennial ,grass,
2023,6,18,fire,SB,yes,1,0,PHLPRA,4,Phleum pratense,introduced,perennial ,grass,
2023,6,18,fire,SB,yes,1,0,DACGLO,2,Dactylis glomerata,introduced,perennial ,grass,
2023,6,18,fire,SB,yes,1,0,ELYREP,1,Elymus repens,introduced,,,
2023,6,18,fire,SB,yes,1,0,CONARV,0.5,Convolvulus arvensis ,introduced,perennial ,forb,
2023,6,18,fire,SB,yes,1,0,VERURT,1,Verbena urticifolia ,native,perennial ,forb,
2023,7,19,mow,XX,yes,1,0,AMBTRI,11,Ambrosia trifida ,native,annual ,forb,
2023,7,19,mow,XX,yes,1,0,TRIPRA,91,Trifolium pratense,introduced,biennial ,legume,
2023,7,19,mow,XX,yes,1,0,DACGLO,7,Dactylis glomerata,introduced,perennial ,grass,
2023,7,19,mow,XX,yes,0,0,LITTER,91,,,,,
2023,7,19,mow,XX,yes,1,0,CICINT,17,Cichorium intybus,introduced,biennial ,forb,chicory 
2023,7,19,mow,XX,yes,1,0,PHLPRA,2,Phleum pratense,introduced,perennial ,grass,
2023,7,19,mow,XX,yes,1,0,POAPRA,7,Poa pratensis ,introduced,perennial ,grass,
2023,7,19,mow,XX,yes,1,0,PASSAT,1,Pastinaca sativa ,introduced,biennial ,forb,
2023,7,19,mow,XX,yes,1,0,FESARU,21,Festuca arundinacea,introduced,perennial ,grass,
2023,7,19,mow,XX,yes,1,0,ERISTR,1,Erigeron strigosus ,native,biennial ,forb,
2023,7,19,mow,XX,yes,0,0,BARE,9,,,,,
2023,7,19,mow,XX,yes,1,0,PLAMAJ,2,Plantago major,introduced,perennial ,forb,
2023,7,20,mow,SX,yes,1,0,EUPALT,0.9,Eupatorium altissimum ,native,perennial ,forb,
2023,7,20,mow,SX,yes,1,0,AMBTRI,28,Ambrosia trifida ,native,annual ,forb,
2023,7,20,mow,SX,yes,1,0,PASSAT,6,Pastinaca sativa ,introduced,biennial ,forb,
2023,7,20,mow,SX,yes,1,0,AMBART,0.2,Ambrosia artemisiifolia,native,annual ,forb,
2023,7,20,mow,SX,yes,1,0,Carex Spp ,4,Carex spp ,native,perennial ,grass,1
2023,7,20,mow,SX,yes,1,0,TRIPRA,10,Trifolium pratense,introduced,biennial ,legume,
2023,7,20,mow,SX,yes,1,0,FESARU,16,Festuca arundinacea,introduced,perennial ,grass,
2023,7,20,mow,SX,yes,1,0,MONFIS,2,Mondarda fistulosa ,native,perennial ,legume,
2023,7,20,mow,SX,yes,1,0,SOLCAR,1,Solanum carolinense,native,perennial ,forb,
2023,7,20,mow,SX,yes,0,0,LITTER,94,,,,,
2023,7,20,mow,SX,yes,1,0,CONARV,3,Convolvulus arvensis ,introduced,perennial ,forb,
2023,7,20,mow,SX,yes,1,0,POAPRA,12,Poa pratensis ,introduced,perennial ,grass,
2023,7,20,mow,SX,yes,1,0,DACGLO,1,Dactylis glomerata,introduced,perennial ,grass,
2023,7,20,mow,SX,yes,1,0,BROINE,60,Bromus inermis ,introduced,perennial ,grass,
2023,7,20,mow,SX,yes,0,0,BARE,6,,,,,
2023,7,21,mow,SB,yes,1,0,MELOFF,1,Melilotus officinalis ,introduced,perennial ,legume,
2023,7,21,mow,SB,yes,1,0,SOLCAN,7,Solidago canadensis ,native,perennial ,forb,
2023,7,21,mow,SB,yes,1,0,TRIREP,15,Trifolium repens ,introduced,perennial ,legume,
2023,7,21,mow,SB,yes,1,0,CONARV,3,Convolvulus arvensis ,introduced,perennial ,forb,
2023,7,21,mow,SB,yes,0,0,BARE,10,,,,,
2023,7,21,mow,SB,yes,1,0,BROINE,32,Bromus inermis ,introduced,perennial ,grass,
2023,7,21,mow,SB,yes,1,0,POAPRA,24,Poa pratensis ,introduced,perennial ,grass,
2023,7,21,mow,SB,yes,1,0,FESARU,10,Festuca arundinacea,introduced,perennial ,grass,
2023,7,21,mow,SB,yes,1,0,SOLCAR,1,Solanum carolinense,native,perennial ,forb,
2023,7,21,mow,SB,yes,0,0,LITTER,90,,,,,
2023,7,21,mow,SB,yes,1,0,DAUCAR,0.5,Daucus carota,introduced,biennial ,forb,
2023,7,21,mow,SB,yes,1,0,AMBTRI,1,Ambrosia trifida ,native,annual ,forb,
2023,7,21,mow,SB,yes,1,0,PHLPRA,2,Phleum pratense,introduced,perennial ,grass,
2023,7,21,mow,SB,yes,1,0,PASSAT,0.1,Pastinaca sativa ,introduced,biennial ,forb,
2023,8,22,mow,XX,yes,0,0,BARE,1,,,,,
2023,8,22,mow,XX,yes,1,0,SOLCAN,80,Solidago canadensis ,native,perennial ,forb,
2023,8,22,mow,XX,yes,1,1,UK Forb,6,unknown forb,,,forb,Unknown 
2023,8,22,mow,XX,yes,0,0,LITTER,99,,,,,
2023,8,22,mow,XX,yes,1,0,POAPRA,40,Poa pratensis ,introduced,perennial ,grass,
2023,8,22,mow,XX,yes,1,0,TRIPRA,27,Trifolium pratense,introduced,biennial ,legume,
2023,8,22,mow,XX,yes,1,0,PASSAT,1,Pastinaca sativa ,introduced,biennial ,forb,
2023,8,23,mow,SX,yes,0,0,BARE,5,,,,,
2023,8,23,mow,SX,yes,0,0,LITTER,95,,,,,
2023,8,23,mow,SX,yes,1,1,UK Woody,10,unknown woody ,,,woody,Woody
2023,8,23,mow,SX,yes,1,1,UK Forb,3,unknown forb,,,forb,Unknown 
2023,8,23,mow,SX,yes,1,0,TRIPRA,18,Trifolium pratense,introduced,biennial ,legume,
2023,8,23,mow,SX,yes,1,0,MONFIS,14,Mondarda fistulosa ,native,perennial ,legume,
2023,8,23,mow,SX,yes,1,0,SOLCAN,27,Solidago canadensis ,native,perennial ,forb,
2023,8,23,mow,SX,yes,1,0,PASSAT,10,Pastinaca sativa ,introduced,biennial ,forb,
2023,8,23,mow,SX,yes,1,0,POAPRA,40,Poa pratensis ,introduced,perennial ,grass,
2023,8,23,mow,SX,yes,1,0,DAUCAR,3,Daucus carota,introduced,biennial ,forb,
2023,8,23,mow,SX,yes,1,0,SYMLAE,2,Symphyotrichum laeve ,native,perennial ,forb,
2023,8,23,mow,SX,yes,1,0,FESARU,2,Festuca arundinacea,introduced,perennial ,grass,
2023,8,24,mow,SB,yes,0,0,BARE,2,,,,,
2023,8,24,mow,SB,yes,0,0,LITTER,98,,,,,
2023,8,24,mow,SB,yes,1,0,POAPRA,20,Poa pratensis ,introduced,perennial ,grass,
2023,8,24,mow,SB,yes,1,0,MONFIS,3,Mondarda fistulosa ,native,perennial ,legume,
2023,8,24,mow,SB,yes,1,0,SYMLAE,7,Symphyotrichum laeve ,native,perennial ,forb,
2023,8,24,mow,SB,yes,1,1,UK Forb,0.1,unknown forb,,,forb,Unknown 
2023,8,24,mow,SB,yes,1,0,SOLCAN,16,Solidago canadensis ,native,perennial ,forb,
2023,8,24,mow,SB,yes,1,0,AMBTRI,2,Ambrosia trifida ,native,annual ,forb,
2023,8,24,mow,SB,yes,1,0,PASSAT,0.1,Pastinaca sativa ,introduced,biennial ,forb,
2023,8,24,mow,SB,yes,1,0,BROINE,30,Bromus inermis ,introduced,perennial ,grass,
2023,8,24,mow,SB,yes,1,0,FESARU,40,Festuca arundinacea,introduced,perennial ,grass,
2023,8,24,mow,SB,yes,1,0,TRIPRA,0.5,Trifolium pratense,introduced,biennial ,legume,
2023,9,25,mow,XX,yes,0,0,BARE,6,,,,,
2023,9,25,mow,XX,yes,0,0,LITTER,94,,,,,
2023,9,25,mow,XX,yes,1,0,SOLCAN,65,Solidago canadensis ,native,perennial ,forb,
2023,9,25,mow,XX,yes,1,0,TRIPRA,8,Trifolium pratense,introduced,biennial ,legume,
2023,9,25,mow,XX,yes,1,0,AMBTRI,1,Ambrosia trifida ,native,annual ,forb,
2023,9,25,mow,XX,yes,1,0,MONFIS,3,Mondarda fistulosa ,native,perennial ,legume,
2023,9,25,mow,XX,yes,1,0,DAUCAR,6,Daucus carota,introduced,biennial ,forb,
2023,9,25,mow,XX,yes,1,0,CONARV,1,Convolvulus arvensis ,introduced,perennial ,forb,
2023,9,25,mow,XX,yes,1,0,FESARU,3,Festuca arundinacea,introduced,perennial ,grass,
2023,9,25,mow,XX,yes,1,0,LOTCOR,17,Lotus corniculatus ,introduced,perennial ,legume,
2023,9,25,mow,XX,yes,1,0,POAPRA,42,Poa pratensis ,introduced,perennial ,grass,
2023,9,25,mow,XX,yes,1,0,BROINE,15,Bromus inermis ,introduced,perennial ,grass,
2023,9,25,mow,XX,yes,1,0,AMBART,1,Ambrosia artemisiifolia,native,annual ,forb,
2023,9,26,mow,SX,yes,0,0,BARE,3,,,,,
2023,9,26,mow,SX,yes,0,0,LITTER,97,,,,,
2023,9,26,mow,SX,yes,1,0,BROINE,25,Bromus inermis ,introduced,perennial ,grass,
2023,9,26,mow,SX,yes,1,0,SYMLAE,1,Symphyotrichum laeve ,native,perennial ,forb,
2023,9,26,mow,SX,yes,1,0,CONARV,2,Convolvulus arvensis ,introduced,perennial ,forb,
2023,9,26,mow,SX,yes,1,0,LOTCOR,35,Lotus corniculatus ,introduced,perennial ,legume,
2023,9,26,mow,SX,yes,1,0,SOLCAN,53,Solidago canadensis ,native,perennial ,forb,
2023,9,26,mow,SX,yes,1,0,POAPRA,70,Poa pratensis ,introduced,perennial ,grass,
2023,9,26,mow,SX,yes,1,0,FESARU,15,Festuca arundinacea,introduced,perennial ,grass,
2023,9,26,mow,SX,yes,1,0,AMBTRI,1,Ambrosia trifida ,native,annual ,forb,
2023,9,26,mow,SX,yes,1,0,MONFIS,28,Mondarda fistulosa ,native,perennial ,legume,
2023,9,26,mow,SX,yes,1,0,TRIPRA,2,Trifolium pratense,introduced,biennial ,legume,
2023,9,26,mow,SX,yes,1,0,TOXRAD,1,Toxicodendron radicans,native,perennial ,vine,
2023,9,26,mow,SX,yes,1,0,SOLCAR,3,Solanum carolinense,native,perennial ,forb,
2023,9,27,mow,SB,yes,0,0,BARE,2,,,,,
2023,9,27,mow,SB,yes,0,0,LITTER,98,,,,,
2023,9,27,mow,SB,yes,1,0,POAPRA,40,Poa pratensis ,introduced,perennial ,grass,
2023,9,27,mow,SB,yes,1,0,DACGLO,4,Dactylis glomerata,introduced,perennial ,grass,
2023,9,27,mow,SB,yes,1,0,AMBTRI,1,Ambrosia trifida ,native,annual ,forb,
2023,9,27,mow,SB,yes,1,0,LOTCOR,15,Lotus corniculatus ,introduced,perennial ,legume,
2023,9,27,mow,SB,yes,1,0,SOLCAN,53,Solidago canadensis ,native,perennial ,forb,
2023,9,27,mow,SB,yes,1,0,TRIREP,3,Trifolium repens ,introduced,perennial ,legume,
2023,9,27,mow,SB,yes,1,0,BROINE,17,Bromus inermis ,introduced,perennial ,grass,
2023,9,27,mow,SB,yes,1,0,SOLCAR,2,Solanum carolinense,native,perennial ,forb,
2023,9,27,mow,SB,yes,1,0,CONARV,4,Convolvulus arvensis ,introduced,perennial ,forb,
2023,9,27,mow,SB,yes,1,0,DAUCAR,1,Daucus carota,introduced,biennial ,forb,
2023,10,28,mow,XX,yes,0,0,BARE,3,,,,,
2023,10,28,mow,XX,yes,0,0,LITTER,97,,,,,
2023,10,28,mow,XX,yes,1,0,SOLCAN,34,Solidago canadensis ,native,perennial ,forb,
2023,10,28,mow,XX,yes,1,0,ELAUMB,,Elaeagnus umbellata,introduced,perennial ,woody,
2023,10,28,mow,XX,yes,1,0,TRIPRA,22,Trifolium pratense,introduced,biennial ,legume,
2023,10,28,mow,XX,yes,1,0,DAUCAR,10,Daucus carota,introduced,biennial ,forb,
2023,10,28,mow,XX,yes,1,0,POAPRA,46,Poa pratensis ,introduced,perennial ,grass,
2023,10,28,mow,XX,yes,1,0,PASSAT,2,Pastinaca sativa ,introduced,biennial ,forb,
2023,10,28,mow,XX,yes,1,0,BROINE,25,Bromus inermis ,introduced,perennial ,grass,
2023,10,28,mow,XX,yes,1,0,DACGLO,12,Dactylis glomerata,introduced,perennial ,grass,
2023,10,28,mow,XX,yes,1,0,TRIREP,1,Trifolium repens ,introduced,perennial ,legume,
2023,10,28,mow,XX,yes,1,0,PLALAN,1,Plantago lanceolata ,introduced,perennial ,forb,
2023,10,29,mow,SX,yes,0,0,BARE,5,,,,,
2023,10,29,mow,SX,yes,0,0,LITTER,95,,,,,
2023,10,29,mow,SX,yes,1,0,POAPRA,60,Poa pratensis ,introduced,perennial ,grass,
2023,10,29,mow,SX,yes,1,0,PLALAN,4,Plantago lanceolata ,introduced,perennial ,forb,
2023,10,29,mow,SX,yes,1,0,DACGLO,5,Dactylis glomerata,introduced,perennial ,grass,
2023,10,29,mow,SX,yes,1,0,SYMLAE,3,Symphyotrichum laeve ,native,perennial ,forb,
2023,10,29,mow,SX,yes,1,0,SOLCAN,25,Solidago canadensis ,native,perennial ,forb,
2023,10,29,mow,SX,yes,1,0,TRIPRA,11,Trifolium pratense,introduced,biennial ,legume,
2023,10,29,mow,SX,yes,1,0,BROINE,25,Bromus inermis ,introduced,perennial ,grass,
2023,10,29,mow,SX,yes,1,0,FESARU,3,Festuca arundinacea,introduced,perennial ,grass,
2023,10,29,mow,SX,yes,1,0,CONARV,,Convolvulus arvensis ,introduced,perennial ,forb,
2023,10,29,mow,SX,yes,1,0,SOLCAR,1,Solanum carolinense,native,perennial ,forb,
2023,10,29,mow,SX,yes,1,0,APOCAN,1,Apocynum cannabinum ,native,perennial ,forb,
2023,10,29,mow,SX,yes,1,0,TAROFF,,Taraxacum officnale ,introduced,perennial ,forb,
2023,10,29,mow,SX,yes,1,0,CONARV,1,Convolvulus arvensis ,introduced,perennial ,forb,
2023,10,30,mow,SB,yes,0,0,BARE,2,,,,,
2023,10,30,mow,SB,yes,0,0,LITTER,98,,,,,
2023,10,30,mow,SB,yes,1,0,SOLCAN,44,Solidago canadensis ,native,perennial ,forb,
2023,10,30,mow,SB,yes,1,0,TRIPRA,8,Trifolium pratense,introduced,biennial ,legume,
2023,10,30,mow,SB,yes,1,0,TRIREP,1,Trifolium repens ,introduced,perennial ,legume,
2023,10,30,mow,SB,yes,1,0,MONFIS,10,Mondarda fistulosa ,native,perennial ,legume,
2023,10,30,mow,SB,yes,1,0,DAUCAR,2,Daucus carota,introduced,biennial ,forb,
2023,10,30,mow,SB,yes,1,0,PASSAT,5,Pastinaca sativa ,introduced,biennial ,forb,
2023,10,30,mow,SB,yes,1,0,CONARV,1,Convolvulus arvensis ,introduced,perennial ,forb,
2023,10,30,mow,SB,yes,1,0,MEDLUP,1,Medicago lupulina ,introduced,perennial ,legume,
2023,10,30,mow,SB,yes,1,0,POAPRA,50,Poa pratensis ,introduced,perennial ,grass,
2023,10,30,mow,SB,yes,1,0,PLALAN,4,Plantago lanceolata ,introduced,perennial ,forb,
2023,10,30,mow,SB,yes,1,0,BROINE,5,Bromus inermis ,introduced,perennial ,grass,
2023,10,30,mow,SB,yes,1,0,FESARU,23,Festuca arundinacea,introduced,perennial ,grass,
2023,10,30,mow,SB,yes,1,0,Scirpus spp ,3,Scirpus spp ,native,perennial ,grass,"bulrush , most likely atrovirens "
2023,12,34,mow,XX,yes,1,0,SOLCAN,27,Solidago canadensis ,native,perennial ,forb,
2023,12,34,mow,XX,yes,1,0,POAPRA,35,Poa pratensis ,introduced,perennial ,grass,
2023,12,34,mow,XX,yes,0,0,BARE,2,,,,,
2023,12,34,mow,XX,yes,0,0,LITTER,98,,,,,
2023,12,34,mow,XX,yes,1,0,DAUCAR,2,Daucus carota,introduced,biennial ,forb,
2023,12,34,mow,XX,yes,1,0,BROINE,54,Bromus inermis ,introduced,perennial ,grass,
2023,12,34,mow,XX,yes,1,0,TRIPRA,16,Trifolium pratense,introduced,biennial ,legume,
2023,12,34,mow,XX,yes,1,0,AMBART,0.1,Ambrosia artemisiifolia,native,annual ,forb,
2023,12,34,mow,XX,yes,1,0,FESARU,38,Festuca arundinacea,introduced,perennial ,grass,
2023,12,34,mow,XX,yes,1,0,PASSAT,0.1,Pastinaca sativa ,introduced,biennial ,forb,
2023,12,34,mow,XX,yes,0,0,BARE,2,,,,,
2023,12,34,mow,XX,yes,0,0,LITTER,98,,,,,
2023,12,34,mow,XX,yes,1,0,BROINE,55,Bromus inermis ,introduced,perennial ,grass,
2023,12,34,mow,XX,yes,1,0,SOLCAR,1,Solanum carolinense,native,perennial ,forb,
2023,12,34,mow,XX,yes,1,0,SOLCAN,2,Solidago canadensis ,native,perennial ,forb,
2023,12,34,mow,XX,yes,1,0,FESARU,45,Festuca arundinacea,introduced,perennial ,grass,
2023,12,34,mow,XX,yes,1,0,POAPRA,30,Poa pratensis ,introduced,perennial ,grass,
2023,12,34,mow,XX,yes,1,0,CONARV,1,Convolvulus arvensis ,introduced,perennial ,forb,
2023,12,34,mow,XX,yes,1,0,AMBART,0.1,Ambrosia artemisiifolia,native,annual ,forb,
2023,12,34,mow,XX,yes,1,0,MONFIS,6,Mondarda fistulosa ,native,perennial ,legume,
2023,12,34,mow,XX,yes,1,0,TRIPRA,5,Trifolium pratense,introduced,biennial ,legume,
2023,12,34,mow,XX,yes,1,0,DAUCAR,21,Daucus carota,introduced,biennial ,forb,
2023,12,34,mow,XX,yes,1,0,AMBTRI,1,Ambrosia trifida ,native,annual ,forb,
2023,12,35,mow,SX,yes,0,0,BARE,4,,,,,
2023,12,35,mow,SX,yes,0,0,LITTER,96,,,,,
2023,12,35,mow,SX,yes,1,0,POAPRA,65,Poa pratensis ,introduced,perennial ,grass,
2023,12,35,mow,SX,yes,1,0,TRIREP,1,Trifolium repens ,introduced,perennial ,legume,
2023,12,35,mow,SX,yes,1,0,MONFIS,12,Mondarda fistulosa ,native,perennial ,legume,
2023,12,35,mow,SX,yes,1,0,SOLCAN,51,Solidago canadensis ,native,perennial ,forb,
2023,12,35,mow,SX,yes,1,0,BROINE,15,Bromus inermis ,introduced,perennial ,grass,
2023,12,35,mow,SX,yes,1,0,DAUCAR,0.5,Daucus carota,introduced,biennial ,forb,
2023,12,35,mow,SX,yes,1,0,TRIPRA,8,Trifolium pratense,introduced,biennial ,legume,
2023,12,35,mow,SX,yes,1,0,FESARU,20,Festuca arundinacea,introduced,perennial ,grass,
2023,12,35,mow,SX,yes,1,0,DACGLO,10,Dactylis glomerata,introduced,perennial ,grass,
2023,12,35,mow,SX,yes,1,0,PHLPRA,6,Phleum pratense,introduced,perennial ,grass,
2023,12,35,mow,SX,yes,0,0,BARE,3,,,,,
2023,12,35,mow,SX,yes,0,0,LITTER,97,,,,,
2023,12,35,mow,SX,yes,1,0,MEDSAT,15,Medicago sativa,introduced,perennial ,legume,
2023,12,35,mow,SX,yes,1,0,DAUCAR,1,Daucus carota,introduced,biennial ,forb,
2023,12,35,mow,SX,yes,1,1,UK Forb,1,unknown forb,,,forb,Unknown 
2023,12,35,mow,SX,yes,1,0,SOLCAN,32,Solidago canadensis ,native,perennial ,forb,
2023,12,35,mow,SX,yes,1,0,MONFIS,6,Mondarda fistulosa ,native,perennial ,legume,
2023,12,35,mow,SX,yes,1,0,POAPRA,40,Poa pratensis ,introduced,perennial ,grass,
2023,12,35,mow,SX,yes,1,0,BROINE,28,Bromus inermis ,introduced,perennial ,grass,
2023,12,35,mow,SX,yes,1,0,FESARU,30,Festuca arundinacea,introduced,perennial ,grass,
2023,12,35,mow,SX,yes,1,0,PASSAT,0.1,Pastinaca sativa ,introduced,biennial ,forb,
2023,12,36,mow,SB,yes,0,0,BARE,4,,,,,
2023,12,36,mow,SB,yes,0,0,LITTER,96,,,,,
2023,12,36,mow,SB,yes,1,0,SYMLAE,2,Symphyotrichum laeve ,native,perennial ,forb,
2023,12,36,mow,SB,yes,1,0,BROINE,15,Bromus inermis ,introduced,perennial ,grass,
2023,12,36,mow,SB,yes,1,0,CONARV,1,Convolvulus arvensis ,introduced,perennial ,forb,
2023,12,36,mow,SB,yes,1,0,SOLCAN,55,Solidago canadensis ,native,perennial ,forb,
2023,12,36,mow,SB,yes,1,0,POAPRA,70,Poa pratensis ,introduced,perennial ,grass,
2023,12,36,mow,SB,yes,1,0,TAROFF,1,Taraxacum officnale ,introduced,perennial ,forb,
2023,12,36,mow,SB,yes,1,0,TRIPRA,12,Trifolium pratense,introduced,biennial ,legume,
2023,12,36,mow,SB,yes,1,0,FESARU,45,Festuca arundinacea,introduced,perennial ,grass,
2023,12,36,mow,SB,yes,1,0,MONFIS,0.5,Mondarda fistulosa ,native,perennial ,legume,
2023,12,36,mow,SB,yes,0,0,BARE,2,,,,,
2023,12,36,mow,SB,yes,0,0,LITTER,98,,,,,
2023,12,36,mow,SB,yes,1,0,BROINE,26,Bromus inermis ,introduced,perennial ,grass,
2023,12,36,mow,SB,yes,1,0,TRIPRA,20,Trifolium pratense,introduced,biennial ,legume,
2023,12,36,mow,SB,yes,1,0,SOLCAR,1,Solanum carolinense,native,perennial ,forb,
2023,12,36,mow,SB,yes,1,1,UK Forb,0.1,unknown forb,,,forb,Unknown 
2023,12,36,mow,SB,yes,1,0,SOLCAN,18,Solidago canadensis ,native,perennial ,forb,
2023,12,36,mow,SB,yes,1,0,DAUCAR,7,Daucus carota,introduced,biennial ,forb,
2023,12,36,mow,SB,yes,1,0,FESARU,45,Festuca arundinacea,introduced,perennial ,grass,
2023,12,36,mow,SB,yes,1,0,POAPRA,18,Poa pratensis ,introduced,perennial ,grass,
2023,12,36,mow,SB,yes,1,0,PASSAT,0.1,Pastinaca sativa ,introduced,biennial ,forb,
2023,13,37,herbicide,XX,yes,0,0,BARE,98,,,,,
2023,13,37,herbicide,XX,yes,0,0,LITTER,2,,,,,
2023,13,37,herbicide,XX,yes,1,0,TRIPRA,20,Trifolium pratense,introduced,biennial ,legume,
2023,13,37,herbicide,XX,yes,1,0,POAPRA,10,Poa pratensis ,introduced,perennial ,grass,
2023,13,37,herbicide,XX,yes,1,0,BRYOPH,0.1,NA,,perennial ,moss,bryophyte
2023,13,37,herbicide,XX,yes,1,0,AMBART,36,Ambrosia artemisiifolia,native,annual ,forb,
2023,13,37,herbicide,XX,yes,1,0,PHLPRA,41,Phleum pratense,introduced,perennial ,grass,
2023,13,37,herbicide,XX,yes,1,0,OXASTR,4,Oxalis stricta ,native,perennial ,forb,
2023,13,37,herbicide,XX,yes,1,0,PLALAN,1,Plantago lanceolata ,introduced,perennial ,forb,
2023,13,37,herbicide,XX,yes,1,0,MONFIS,1,Mondarda fistulosa ,native,perennial ,legume,
2023,13,37,herbicide,XX,yes,1,0,CONCAN,8,Conyza canadensis,native,annual ,forb,
2023,13,37,herbicide,XX,yes,1,0,DAUCAR,2,Daucus carota,introduced,biennial ,forb,
2023,13,37,herbicide,XX,yes,1,0,BROINE,15,Bromus inermis ,introduced,perennial ,grass,
2023,13,37,herbicide,XX,yes,1,0,TRIREP,2,Trifolium repens ,introduced,perennial ,legume,
2023,13,38,herbicide,SX,yes,0,0,BARE,97,,,,,
2023,13,38,herbicide,SX,yes,0,0,LITTER,3,,,,,
2023,13,38,herbicide,SX,yes,1,0,ERIANN,55,Erigeron annuus ,native,annual ,forb,
2023,13,38,herbicide,SX,yes,1,0,BROINE,5,Bromus inermis ,introduced,perennial ,grass,
2023,13,38,herbicide,SX,yes,1,1,UK Forb,,unknown forb,,,forb,Unknown 
2023,13,38,herbicide,SX,yes,1,0,TRIPRA,6,Trifolium pratense,introduced,biennial ,legume,
2023,13,38,herbicide,SX,yes,1,0,CONCAN,27,Conyza canadensis,native,annual ,forb,
2023,13,38,herbicide,SX,yes,1,0,PHLPRA,18,Phleum pratense,introduced,perennial ,grass,
2023,13,38,herbicide,SX,yes,1,0,AMBART,4,Ambrosia artemisiifolia,native,annual ,forb,
2023,13,38,herbicide,SX,yes,1,0,POAPRA,22,Poa pratensis ,introduced,perennial ,grass,
2023,13,38,herbicide,SX,yes,1,0,MONFIS,1,Mondarda fistulosa ,native,perennial ,legume,
2023,13,38,herbicide,SX,yes,1,0,STEMED,0.1,Stellaria media,introduced,annual ,forb,chickweed
2023,13,38,herbicide,SX,yes,1,0,OXASTR,4,Oxalis stricta ,native,perennial ,forb,
2023,13,38,herbicide,SX,yes,1,0,BRYOPH,6,NA,,perennial ,moss,bryophte
2023,13,38,herbicide,SX,yes,1,0,SOLCAR,1,Solanum carolinense,native,perennial ,forb,
2023,13,38,herbicide,SX,yes,1,0,SYMLAE,11,Symphyotrichum laeve ,native,perennial ,forb,
2023,13,38,herbicide,SX,yes,1,0,DAUCAR,12,Daucus carota,introduced,biennial ,forb,
2023,13,39,herbicide,SB,yes,0,0,BARE,95,,,,,
2023,13,39,herbicide,SB,yes,0,0,LITTER,5,,,,,
2023,13,39,herbicide,SB,yes,1,0,PLALAN,1,Plantago lanceolata ,introduced,perennial ,forb,
2023,13,39,herbicide,SB,yes,1,0,Scirpus spp ,4,Scirpus spp ,native,perennial ,grass,"bulrush , most likely atrovirens "
2023,13,39,herbicide,SB,yes,1,0,BRYOPH,3,NA,,perennial ,moss,bryophte
2023,13,39,herbicide,SB,yes,1,0,AMBART,53,Ambrosia artemisiifolia,native,annual ,forb,
2023,13,39,herbicide,SB,yes,1,0,TRIPRA,13,Trifolium pratense,introduced,biennial ,legume,
2023,13,39,herbicide,SB,yes,1,0,OXASTR,0.1,Oxalis stricta ,native,perennial ,forb,
2023,13,39,herbicide,SB,yes,1,0,Carex Spp ,,Carex spp ,native,perennial ,grass,Carex
2023,13,39,herbicide,SB,yes,1,0,BROINE,3,Bromus inermis ,introduced,perennial ,grass,
2023,13,39,herbicide,SB,yes,1,0,TRIREP,2,Trifolium repens ,introduced,perennial ,legume,
2023,13,39,herbicide,SB,yes,1,0,FESARU,2,Festuca arundinacea,introduced,perennial ,grass,
2023,13,39,herbicide,SB,yes,1,0,CONCAN,10,Conyza canadensis,native,annual ,forb,
2023,14,40,herbicide,XX,yes,1,0,CONCAN,15,Conyza canadensis,native,annual ,forb,
2023,14,40,herbicide,XX,yes,1,0,AMBART,70,Ambrosia artemisiifolia,native,annual ,forb,
2023,14,40,herbicide,XX,yes,1,0,VERURT,1,Verbena urticifolia ,native,perennial ,forb,
2023,14,40,herbicide,XX,yes,1,0,ABUTHE,1,Abutilon theophrasti,introduced,annual ,forb,velvet leaf 
2023,14,40,herbicide,XX,yes,1,1,UK Forb,1,unknown forb,,,forb,Unknown 
2023,14,40,herbicide,XX,yes,1,0,ARCLAP,,Arctium lappa ,introduced,biennial ,,burdock
2023,14,40,herbicide,XX,yes,1,0,DIPLAC,4,Dipsacus laciniatus,introduced,perennial ,forb,cutleaf teasel 
2023,14,40,herbicide,XX,yes,1,0,PLALAN,6,Plantago lanceolata ,introduced,perennial ,forb,
2023,14,40,herbicide,XX,yes,1,0,DAUCAR,27,Daucus carota,introduced,biennial ,forb,
2023,14,40,herbicide,XX,yes,1,1,UK Forb,,unknown forb,,,forb,Unknown 
2023,14,40,herbicide,XX,yes,1,0,TRIPRA,12,Trifolium pratense,introduced,biennial ,legume,
2023,14,40,herbicide,XX,yes,0,0,BARE,98,,,,,
2023,14,40,herbicide,XX,yes,0,0,LITTER,2,,,,,
2023,14,41,herbicide,SX,yes,0,0,BARE,99,,,,,
2023,14,41,herbicide,SX,yes,0,0,LITTER,1,,,,,
2023,14,41,herbicide,SX,yes,1,0,PLALAN,6,Plantago lanceolata ,introduced,perennial ,forb,
2023,14,41,herbicide,SX,yes,1,0,STEMED,2,Stellaria media,introduced,annual ,forb,chickweed
2023,14,41,herbicide,SX,yes,1,0,LESCAP,10,Lespedeza capitata,native,perennial ,legume,
2023,14,41,herbicide,SX,yes,1,0,CONCAN,19,Conyza canadensis,native,annual ,forb,
